55,EG10659-MONOMER_~~~nmpC~~~outer_membrane_porin_protein;_locus_of_qsr_prophage,100.00,100
56,EG11091-MONOMER_~~~frsA~~~fermentation/respiration_switch_protein,100.00,100
57,GPT-MONOMER_2.4.2.22~~~gpt~~~xanthine-guanine_phosphoribosyltransferase,100.00,100
58,EG10695-MONOMER_~~~pepD~~~peptidase_D,99.79,100
59,EG10761-MONOMER_~~~prfA~~~peptide_chain_release_factor_RF1,45.16,53
60,G7751-MONOMER_~~~rtcB~~~RNA_ligase,38.78,55
61,G6118-MONOMER_~~~yafP~~~predicted_acyltransferase_with_acyl-CoA_N-acyltransferase_domain,100.00,100
62,G6117-MONOMER_~~~yafO~~~ribosome-dependent_mRNA_interferase,_toxin_of_the_YafO-YafN_toxin-antitoxin_system,100.00,100
63,G6116-MONOMER_~~~yafN~~~antitoxin_of_the_YafO-YafN_toxin-antitoxin_system,100.00,100
64,G6115-MONOMER_2.7.7.7~~~dinB~~~DNA_polymerase_IV_(Y-family_DNA_polymerase;_translesion_DNA_synthesis),100.00,100
65,MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN_~~~motB~~~MotB_protein,_enables_flagellar_motor_rotation,_linking_torque_machinery_to_cell_wall,38.31,59
66,G370-MONOMER_~~~flhA~~~flagellar_biosynthesis_protein_FlhA,40.88,97
67,G6112-MONOMER_~~~rayT~~~REP-associated_tyrosine_transposase,100.00,100
68,G6111-MONOMER_~~~yafL~~~predicted_lipoprotein_and_C40_family_peptidase,100.00,93
69,G6110-MONOMER_~~~dinJ~~~DinJ_antitoxin_of_YafQ-DinJ_toxin-antitoxin_system_and_DNA-binding_transcriptional_repressor,100.00,100
70,G6109-MONOMER_~~~yafQ~~~toxin_of_the_YafQ-DinJ_toxin-antitoxin_system,100.00,100
71,G6108-MONOMER_~~~yafK~~~conserved_protein,100.00,100
72,G6107-MONOMER_~~~yafJ~~~predicted_amidotransferase,100.00,100
73,G6106-MONOMER_~~~lpcA~~~D-sedoheptulose_7-phosphate_isomerase,100.00,100
74,ACYLCOADEHYDROG-MONOMER_~~~fadE~~~acyl-CoA_dehydrogenase,100.00,100
75,G6104-MONOMER_~~~ivy~~~inhibitor_of_vertebrate_C-type_lysozyme,100.00,100
76,G6103-MONOMER_~~~yafV~~~predicted_C-N_hydrolase_family_amidase,_NAD(P)-binding,99.61,100
77,G7547-MONOMER_~~~yghO~~~predicted_DNA-binding_transcriptional_regulator,100.00,100
78,G7546-MONOMER_~~~glcC~~~GlcC_transcriptional_dual_regulator,100.00,100
79,G7545-MONOMER_~~~glcD~~~glycolate_oxidase,_predicted_FAD-linked_subunit,100.00,100
80,G7544-MONOMER_~~~glcE~~~glycolate_oxidase,_predicted_FAD-binding_subunit,100.00,100
81,MONOMER0-561_~~~glcF~~~glycolate_oxidase,_predicted_iron-sulfur_subunit,100.00,100
82,G7543-MONOMER_~~~glcG~~~conserved_protein,100.00,100
83,MALSYNG-MONOMER_2.3.3.9~~~glcB~~~malate_synthase_G,100.00,100
84,B2975-MONOMER_~~~glcA~~~glycolate_/_lactate:H+_symporter,100.00,100
85,G7541-MONOMER_~~~yghJ~~~predicted_lipoprotein,100.00,100
86,G7539-MONOMER_~~~pppA~~~prepilin_peptidase,100.00,87
87,G7538-MONOMER_~~~yghG~~~putative_lipoprotein,100.00,100
88,G7537-MONOMER_~~~yghF~~~predicted_secretion_pathway_protein,_C-type_protein,100.00,100
89,G7711-MONOMER_~~~gspL~~~putative_protein_secretion_protein_for_export,21.34,55
90,G7535-MONOMER_~~~yghD~~~predicted_secretion_pathway_protein,_M-type_protein,_membrane_anchored,100.00,100
91,G7534-MONOMER_~~~yqgA~~~putative_transport_protein,99.57,100
92,ORNDECARBOX-BIO-MONOMER_4.1.1.17~~~speC~~~ornithine_decarboxylase,_biosynthetic,100.00,100
93,NUPG-MONOMER_~~~nupG~~~nucleoside:H+_symporter_NupG,100.00,100
94,G7533-MONOMER_4.2.2~~~mltC~~~membrane-bound_lytic_murein_transglycosylase_C,100.00,99
95,G7532-MONOMER_~~~yggX~~~protein_that_protects_iron-sulfur_proteins_against_oxidative_damage,100.00,100
96,EG10627-MONOMER_~~~mutY~~~adenine_glycosylase;_G.C_-->_T.A_transversions,100.00,100
97,EG11779-MONOMER_2.1.1.33~~~trmI~~~tRNA_(m7G46)_methyltransferase,100.00,100
98,EG12443-MONOMER_~~~yggL~~~predicted_protein,100.00,100
99,EG12705-MONOMER_~~~yggN~~~predicted_protein,100.00,100
100,ANSB-MONOMER_3.5.1.1~~~ansB~~~asparaginase_II,100.00,100
101,EG12704-MONOMER_~~~yggM~~~conserved_protein,99.70,100
102,G7531-MONOMER_~~~yggW~~~predicted_oxidoreductase,100.00,100
103,G7530-MONOMER_3.6.1.19~~~rdgB~~~dITP/XTP_pyrophosphatase,100.00,100
104,G7529-MONOMER_~~~yggU~~~conserved_protein,100.00,100
105,G7528-MONOMER_~~~yggT~~~predicted_inner_membrane_protein,100.00,100
106,G7527-MONOMER_~~~yggS~~~predicted_enzyme,100.00,100
107,G7526-MONOMER_~~~yggR~~~predicted_transporter,100.00,100
108,G7525-MONOMER_~~~yqgF~~~predicted_transcription_antitermination_factor,100.00,100
109,G7524-MONOMER_~~~yqgE~~~predicted_protein,100.00,100
110,GLUTATHIONE-SYN-MONOMER_6.3.2.3~~~gshB~~~glutathione_synthetase_monomer,100.00,100
111,EG12366-MONOMER_~~~rsmE~~~16S_rRNA_m3U1498_methyltransferase_monomer,100.00,100
112,EG11336-MONOMER_3.1.21.1~~~endA~~~DNA-specific_endonuclease_I,100.00,100
113,EG12122-MONOMER_~~~yggI~~~conserved_protein,100.00,100
114,GALP-MONOMER_~~~galP~~~galactose:H+_symporter,100.00,100
115,S-ADENMETSYN-MONOMER_2.5.1.6~~~metK~~~methionine_adenosyltransferase,100.00,100
116,ARGDECARBOXBIO-MONOMER_4.1.1.19~~~speA~~~arginine_decarboxylase,_biosynthetic,100.00,100
117,AGMATIN-MONOMER_3.5.3.11~~~speB~~~agmatinase,100.00,100
118,EG11291-MONOMER_~~~loiP~~~outer_membrane_metallopeptidase,100.00,100
119,TRANSKETOI-MONOMER_2.2.1.1~~~tktA~~~transketolase_I,100.00,100
120,CMTB-MONOMER_~~~cmtB~~~mannitol_PTS_permease_(cryptic)_-_CmtB_subunit,100.00,100
121,CMTA-MONOMER_2.7.1.69~~~cmtA~~~mannitol_PTS_permease_(cryptic)_-_CmtA_subunit,100.00,100
122,G7520-MONOMER_~~~yggP~~~predicted_dehydrogenase,100.00,100
123,EG11245-MONOMER_3.1.3.11~~~yggF~~~fructose-1,6-bisphosphatase,100.00,100
124,EG11162-MONOMER_~~~yggD~~~predicted_DNA-binding_transcriptional_regulator,100.00,100
125,EG11161-MONOMER_~~~yggC~~~conserved_protein_with_nucleoside_triphosphate_hydrolase_domain,99.58,100
126,ERYTH4PDEHYDROG-MONOMER_1.2.1.72~~~epd~~~erythrose_4-phosphate_dehydrogenase,100.00,100
127,PGK_2.7.2.3~~~pgk~~~phosphoglycerate_kinase,100.00,100
128,FRUCTBISALD-CLASSII-MONOMER_4.1.2.13~~~fbaA~~~fructose_bisphosphate_aldolase_monomer,100.00,100
129,EG11160-MONOMER_~~~mscS~~~mechanosensitive_channel_MscS_monomer,100.00,100
130,YGGA-MONOMER_~~~argO~~~arginine_export_protein,100.00,100
131,EG11244-MONOMER_~~~yggE~~~conserved_protein,99.59,100
132,G7518-MONOMER_~~~ygfI~~~predicted_DNA-binding_transcriptional_regulator_LYSR-type,100.00,100
133,G7517-MONOMER_~~~scpC~~~propionyl-CoA:succinate_CoA_transferase,100.00,100
134,G7516-MONOMER_4.1.1.41~~~scpB~~~methylmalonyl-CoA_decarboxylase,100.00,100
135,EG11445-MONOMER_~~~argK~~~GTPase_that_interacts_with_methylmalonyl-CoA_mutase,100.00,100
136,METHYLMALONYL-COA-MUT-MONOMER_5.4.99.2~~~scpA~~~methylmalonyl-CoA_mutase,100.00,100
137,EG10490-MONOMER_~~~argP~~~ArgP_transcriptional_activator,100.00,100
138,G7515-MONOMER_~~~yqfE~~~conserved_protein,100.00,100
139,RIB5PISOMA-MONOMER_5.3.1.6~~~rpiA~~~ribose-5-phosphate_isomerase_A,100.00,100
140,PGLYCDEHYDROG-MONOMER_1.1.1.95~~~serA~~~alpha-ketoglutarate_reductase_/_D-3-phosphoglycerate_dehydrogenase,100.00,100
141,EG11158-MONOMER_~~~fau~~~5-formyltetrahydrofolate_cyclo-ligase,100.00,91
142,EG12878-MONOMER_~~~zapA~~~cell_division_factor_ZapA,_localizes_to_the_cytokinetic_ring,100.00,100
143,EG11323-MONOMER_~~~ygfB~~~predicted_protein,100.00,100
144,EG10697-MONOMER_~~~pepP~~~proline_aminopeptidase_P_II,100.00,100
145,OCTAPRENYL-METHOXYPHENOL-OH-MONOMER_~~~ubiH~~~2-octaprenyl-6-methoxyphenol_hydroxylase,100.00,100
146,EG11333-MONOMER_~~~visC~~~predicted_oxidoreductase,_FAD/NAD(P)-binding_domain,100.00,100
147,GCVT-MONOMER_2.1.2.10~~~gcvT~~~aminomethyltransferase,100.00,100
148,AERGLYC3PDEHYDROG-MONOMER_1.1.5.3~~~glpD~~~glycerol-3-phosphate_dehydrogenase,_aerobic,50.00,16
149,GCVP-MONOMER_1.4.4.2~~~gcvP~~~glycine_decarboxylase,100.00,100
150,G7514-MONOMER_~~~ygfF~~~predicted_NAD(P)-binding_oxidoreductase_with_NAD(P)-binding_Rossmann-fold_domain,100.00,100
151,G495-MONOMER_3.2.1.86~~~bglA~~~6-phospho-beta-glucosidase_A,100.00,100
152,G7513-MONOMER_~~~yqfB~~~conserved_protein,100.00,100
153,G7512-MONOMER_~~~yqfA~~~predicted_oxidoreductase,_inner_membrane_subunit,100.00,100
154,G7511-MONOMER_~~~ygfZ~~~folate-binding_protein,100.00,100
155,G7510-MONOMER_~~~cptB~~~antitoxin_of_the_CptA-CptB_toxin-antitoxin_system,100.00,100
156,G7509-MONOMER_~~~cptA~~~toxin_of_the_CptA-CptB_toxin-antitoxin_system,99.26,100
157,PD01343_~~~wrbA~~~WrbA_monomer,27.27,42
158,EG11071-MONOMER_~~~xerD~~~site-specific_recombinase,99.66,100
159,SERS-MONOMER_6.1.1.11~~~serS~~~seryl-tRNA_synthetase,26.80,39
160,EG10830-MONOMER_~~~recJ~~~RecJ,99.83,100
161,EG10762-MONOMER_~~~prfB~~~peptide_chain_release_factor_RF2,100.00,100
162,LYSS-MONOMER_6.1.1.6~~~lysS~~~lysyl_tRNA_synthetase_(LysRSs),_constitutive,100.00,100
163,IPPISOM-MONOMER_5.3.3.2~~~idi~~~isopentenyl_diphosphate_isomerase,100.00,100
164,YGFU-MONOMER_~~~uacT~~~urate:H+_symporter,100.00,100
165,G7506-MONOMER_~~~ygfT~~~fused_predicted_oxidoreductase,_Fe-S_subunit_and_nucleotide-binding_subunit,100.00,100
166,G7505-MONOMER_~~~ygfS~~~predicted_oxidoreductase,__4Fe-4S_ferredoxin-type_subunit,100.00,100
167,G7504-MONOMER_~~~ygfQ~~~predicted_transporter,100.00,100
168,G7502-MONOMER_3.5.4.3~~~guaD~~~guanine_deaminase,100.00,100
169,YGFO-MONOMER_~~~xanQ~~~xanthine:H+_symporter_XanQ,100.00,100
170,G7500-MONOMER_~~~xdhD~~~fused_predicted_xanthine/hypoxanthine_oxidase:_molybdopterin-binding_subunit_and_Fe-S_binding_subunit,100.00,100
171,G7499-MONOMER_~~~ygfM~~~predicted_oxidoreductase,100.00,100
172,G7498-MONOMER_~~~ssnA~~~predicted_chlorohydrolase/aminohydrolase,100.00,100
173,G7497-MONOMER_~~~ygfK~~~predicted_oxidoreductase,_Fe-S_subunit,100.00,100
174,G7496-MONOMER_~~~mocA~~~CTP:molybdopterin_cytidylyltransferase,100.00,100
175,G7495-MONOMER_~~~yqeC~~~conserved_protein,99.61,100
176,G7494-MONOMER_~~~yqeB~~~conserved_protein_with_NAD(P)-binding_Rossman_fold,100.00,100
177,G7493-MONOMER_~~~yqeA~~~predicted_amino_acid_kinase,100.00,100
178,G7492-MONOMER_~~~hyuA~~~phenylhydantoinase_monomer,100.00,100
179,G7491-MONOMER_~~~ygeY~~~predicted_peptidase,100.00,100
180,G7490-MONOMER_4.3.1.15~~~ygeX~~~2,3-diaminopropionate_ammonia-lyase,100.00,100
181,G7489-MONOMER_~~~ygeW~~~predicted_carbamoyltransferase,100.00,100
182,G7488-MONOMER_~~~ygeV~~~putative_transcriptional_regulator,100.00,100
183,G7487-MONOMER_~~~xdhC~~~xanthine_dehydrogenase,_Fe-S_subunit,100.00,100
184,G7486-MONOMER_1.17.1.4~~~xdhB~~~xanthine_dehydrogenase_subunit,_FAD-binding_domain,100.00,100
185,G7485-MONOMER_1.17.1.4~~~xdhA~~~xanthine_dehydrogenase_subunit,100.00,98
186,G7484-MONOMER_~~~ygeR~~~putative_lipoprotein;_predicted_DNA-binding_transcriptional_regulator,99.60,100
187,G7483-MONOMER_~~~ygeQ~~~predicted_protein,100.00,100
188,G7482-MONOMER_~~~ygeP~~~predicted_protein,100.00,100
189,G6212-MONOMER_~~~insC-1~~~IS2_element_protein_InsA,100.00,100
190,G7480-MONOMER_~~~insD-1~~~IS2_element_protein,100.00,100
191,EG11187-MONOMER_~~~yibA~~~predicted_lyase_containing_HEAT-repeat,100.00,100
192,EG10846-MONOMER_~~~rhsA~~~RhsA_protein_in_rhs_element,100.00,100
193,XASA-MONOMER_~~~gadC~~~glutamic_acid:4-aminobutyrate_antiporter,100.00,100
194,G6785-MONOMER_~~~yddW~~~predicted_lipoprotein,100.00,100
195,G6784-MONOMER_2.7.7.65~~~dosC~~~diguanylate_cyclase,100.00,100
196,G6783-MONOMER_3.1.4.52~~~dosP~~~c-di-GMP_phosphodiesterase,_heme-regulated,100.00,100
197,G6782-MONOMER_~~~ddpX~~~D-Ala-D-Ala_dipeptidase,100.00,100
198,YDDS-MONOMER_~~~ddpA~~~YddS,100.00,100
199,YDDR-MONOMER_~~~ddpB~~~YddR,99.71,100
200,YDDQ-MONOMER_~~~ddpC~~~YddQ,100.00,100
201,YDDP-MONOMER_~~~ddpD~~~YddP,100.00,100
202,YDDO-MONOMER_~~~ddpF~~~YddO,99.68,100
203,EG10680-MONOMER_1.11.1.15~~~osmC~~~osmotically_inducible_peroxidase_OsmC,100.00,100
204,G6776-MONOMER_~~~bdm~~~biofilm-dependent_modulation_protein,100.00,100
205,EG11508-MONOMER_~~~sra~~~30S_ribosomal_subunit_protein_S22,100.00,100
206,MALIC-NAD-MONOMER_1.1.1.38~~~maeA~~~malate_dehydrogenase,_NAD-requiring,100.00,100
207,ADHP-MONOMER_1.1.1.1~~~adhP~~~ethanol_dehydrogenase_/_alcohol_dehydrogenase,100.00,100
208,G6774-MONOMER_~~~yddM~~~predicted_DNA-binding_transcriptional_regulator,100.00,100
209,FDNI-MONOMER_~~~fdnI~~~formate_dehydrogenase_N,_gamma_subunit,100.00,100
210,FDNH-MONOMER_~~~fdnH~~~formate_dehydrogenase_N,_beta_subunit,100.00,100
211,FDNG-MONOMER_1.2.1.2~~~fdnG~~~formate_dehydrogenase_N,_alpha_subunit,100.00,100
212,FDNG-MONOMER_1.2.1.2~~~fdnG~~~formate_dehydrogenase_N,_alpha_subunit,100.00,100
213,EG12713-MONOMER_~~~yddG~~~aromatic_amino_acid_exporter,100.00,100
214,G6773-MONOMER_~~~yddL~~~predicted_lipoprotein,100.00,100
215,G6772-MONOMER_~~~yddK~~~predicted_protein,100.00,100
216,G6771-MONOMER_~~~yddJ~~~hypothetical_protein,100.00,100
217,NARU-MONOMER_~~~narU~~~nitrate:nitrite_antiporter_NarU,100.00,100
218,NARZ-MONOMER_1.7.99.4~~~narZ~~~nitrate_reductase_Z,_alpha_subunit,100.00,100
219,NARY-MONOMER_1.7.99.4~~~narY~~~nitrate_reductase_Z,_beta_subunit,100.00,100
220,NARW-MONOMER_~~~narW~~~NarW,_probable_private_chaperone_for_NarZ_nitrate_reductase_subunit,100.00,100
221,NARV-MONOMER_1.7.99.4~~~narV~~~nitrate_reductase_Z,_gamma_subunit,100.00,100
222,EG11825-MONOMER_~~~yddE~~~conserved_protein,100.00,100
223,G6770-MONOMER_2.3.1.118~~~nhoA~~~N-hydroxyarylamine_O-acetyltransferase,100.00,100
224,G6769-MONOMER_~~~yddH~~~conserved_protein,100.00,100
225,EG11761-MONOMER_~~~pptA~~~probable_4-oxalocrotonate_tautomerase_(4-OT)_monomer,100.00,100
226,G6453-MONOMER_~~~ybjS~~~predicted_NAD(P)H-binding_oxidoreductase_with_NAD(P)-binding_Rossmann-fold_domain,46.67,50
227,EG11733-MONOMER_~~~yieP~~~predicted_transcriptional_regulator,100.00,100
228,YIEO-MONOMER_~~~hsrA~~~inner_membrane_protein_HsrA,100.00,100
229,PD03867_~~~rbsR~~~RbsR_DNA-binding_transcriptional_repressor,99.70,100
230,RIBOKIN-MONOMER_2.7.1.15~~~rbsK~~~ribokinase,100.00,98
231,RBSB-MONOMER_~~~rbsB~~~ribose_ABC_transporter_-_putative_periplasmic_binding_protein,100.00,100
232,RBSC-MONOMER_~~~rbsC~~~ribose_ABC_transporter_-_membrane_subunit,100.00,100
233,RBSA-MONOMER_3.6.3.17~~~rbsA~~~ribose_ABC_transporter_-_putative_ATP_binding_subunit,100.00,100
234,EG10817-MONOMER_~~~rbsD~~~ribose_pyranase,100.00,100
235,KUP-MONOMER_~~~kup~~~K+_transporter_Kup,100.00,100
236,EG11731-MONOMER_~~~ravA~~~regulatory_ATPase,100.00,100
237,EG11730-MONOMER_~~~viaA~~~stimulator_of_RavA_ATPase_activity,100.00,100
238,ASNSYNA-MONOMER_6.3.1.1~~~asnA~~~asparagine_synthetase_A,100.00,100
239,PD00250_~~~asnC~~~AsnC-L-asparagine,100.00,100
240,EG11199-MONOMER_~~~mioC~~~flavoprotein_involved_in_biotin_synthesis,100.00,100
241,EG10375-MONOMER_~~~mnmG~~~protein_involved_in_a_tRNA_modification_pathway,100.00,100
242,EG10376-MONOMER_~~~rsmG~~~16S_rRNA_m7G527_methyltransferase,99.52,100
243,EG10106-MONOMER_~~~atpI~~~AtpI,100.00,100
244,ATPB-MONOMER_~~~atpB~~~ATP_synthase_F0_complex_-_a_subunit,100.00,100
245,ATPE-MONOMER_~~~atpE~~~ATP_synthase,100.00,100
246,ATPF-MONOMER_~~~atpF~~~ATP_synthase_F0_complex_-_b_subunit,99.36,100
247,ATPH-MONOMER_~~~atpH~~~ATP_synthase_F1_complex_-_delta_subunit,100.00,100
248,ATPA-MONOMER_~~~atpA~~~ATP_synthase_F1_complex_-_alpha_subunit,100.00,100
249,ATPG-MONOMER_~~~atpG~~~ATP_synthase_F1_complex_-_gamma_subunit,100.00,100
250,ATPD-MONOMER_~~~atpD~~~ATP_synthase_F1_complex_-_beta_subunit,100.00,100
251,ATPC-MONOMER_~~~atpC~~~ATP_synthase_F1_complex_-_epsilon_subunit,100.00,100
252,NAG1P-URIDYLTRANS-MONOMER_2.7.7.23~~~glmU~~~fused_N-acetylglucosamine-1-phosphate_uridyltransferase_and_glucosamine-1-phosphate_acetyltransferase,100.00,100
253,L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER_2.6.1.16~~~glmS~~~L-glutamine:D-fructose-6-phosphate_aminotransferase,100.00,100
254,PSTS-MONOMER_~~~pstS~~~phosphate_ABC_transporter_-_periplasmic_binding_protein,100.00,100
255,PSTC-MONOMER_~~~pstC~~~phosphate_ABC_transporter_-_membrane_subunit,100.00,100
256,PSTA-MONOMER_~~~pstA~~~phosphate_ABC_transporter_-_membrane_subunit,100.00,100
257,PSTB-MONOMER_3.6.3.27~~~pstB~~~phosphate_ABC_transporter_-_ATP_binding_subunit,100.00,100
258,EG10735-MONOMER_~~~phoU~~~PhoU_phosphate_transport_system_protein,100.00,100
259,EG10116-MONOMER_~~~bglG~~~BglG_transcriptional_antiterminator_(monomer),100.00,100
260,BGLF-MONOMER_2.7.1.69~~~bglF~~~beta-glucoside_PTS_permease_BglF_-_cryptic,100.00,100
261,EG10114-MONOMER_3.2.1.86~~~bglB~~~6-phospho-beta-glucosidase_B;_cryptic,100.00,100
262,EG11364-MONOMER_~~~bglH~~~carbohydrate-specific_outer_membrane_porin,_cryptic,100.00,100
263,EG11729-MONOMER_~~~yieL~~~predicted_xylanase,100.00,100
264,EG11728-MONOMER_~~~yieK~~~predicted_6-phosphogluconolactonase,100.00,100
265,EG11727-MONOMER_~~~cbrC~~~colicin_E2_tolerance_protein,100.00,100
266,EG11726-MONOMER_~~~cbrB~~~predicted_inner_membrane_protein,100.00,100
267,EG11725-MONOMER_~~~yieH~~~6-phosphogluconate_phosphatase,100.00,100
268,EG11724-MONOMER_~~~purP~~~adenine:H+_symporter,100.00,100
269,EG11723-MONOMER_~~~yieF~~~chromate_reductase_monomer,100.00,100
270,EG11722-MONOMER_~~~yieE~~~predicted_phosphopantetheinyl_transferase,100.00,100
271,EG11721-MONOMER_~~~yidZ~~~putative_transcriptional_regulator_LysR-type,100.00,100
272,YIDY-MONOMER_~~~mdtL~~~multidrug_efflux_transporter_MdtL,100.00,100
273,TNAB-MONOMER_~~~tnaB~~~tryptophan:H+_symporter_TnaB,100.00,100
274,TRYPTOPHAN-MONOMER_4.1.99.1~~~tnaA~~~tryptophanase_/_L-cysteine_desulfhydrase,100.00,100
275,EG10997-MONOMER_~~~mnmE~~~GTP-binding_protein_with_a_role_in_modification_of_tRNA,100.00,100
276,YIDC_~~~yidC~~~inner-membrane_protein_insertion_factor,100.00,100
277,EG10862-MONOMER_3.1.26.5~~~rnpA~~~RNase_P_protein_component;_processes_tRNA,_4.5S_RNA,100.00,100
278,EG10892-MONOMER_~~~rpmH~~~50S_ribosomal_subunit_protein_L34,100.00,100
279,PD03831_~~~dnaA~~~chromosomal_replication_initiator_protein_DnaA;_DNA-binding_transcriptional_dual_regulator,99.79,100
280,EG10242-MONOMER_2.7.7.7~~~dnaN~~~DNA_polymerase_III,_holoenzyme,100.00,100
281,EG10828-MONOMER_~~~recF~~~ssDNA_and_dsDNA_binding,__ATP_binding,100.00,100
282,EG10424-MONOMER_5.99.1.3~~~gyrB~~~DNA_gyrase,_subunit_B,100.00,100
283,EG11196-MONOMER_~~~yidB~~~conserved_protein,100.00,100
284,EG11195-MONOMER_3.1.3.23~~~yidA~~~sugar_phosphatase,100.00,100
285,EG11719-MONOMER_~~~yidX~~~predicted_lipoprotein,100.00,100
286,G7790-MONOMER_~~~dgoR~~~predicted_DNA-binding_transcriptional_regulator,100.00,100
287,DEHYDDEOXGALACTKIN-MONOMER_2.7.1.58~~~dgoK~~~2-dehydro-3-deoxygalactonate_kinase,100.00,100
